language,id,nbOccurrences,word,POS,SemCat1,SemCat2,SemValue,Comments
swe,1315,6,sand,,,,,
swe,1227,1,sandad,,,,,
swe,1225,1,sandbacke,,,,,
swe,1596,1,sandbacken,,,,,
swe,1749,4,sandbank,,,,,
swe,1656,1,sandbanken,,,,,
swe,1766,1,sanddun,,,,,
swe,1768,3,sanddunen,,,,,
swe,1086,17,sanddyn,,,,,
swe,1280,11,sanddyna,,,,,
swe,1527,1,sanddynan,,,,,
swe,1263,18,sanddynen,,,,,
swe,1594,1,sandgrej,,,,,
swe,1366,1,sandig,,,,,
swe,1219,11,sandkulle,,,,,
swe,1420,1,se,,,,,
swe,1395,2,sedan,,,,,
swe,1239,3,sen,,,,,
swe,926,13,ser,,,,,
swe,1657,1,shopping,,,,,
swe,1494,2,shoppingbag,,,,,
swe,1370,10,sidan,,,,,
swe,1048,136,sig,,,,,
swe,1312,16,sin,,,,,
swe,1695,1,sitt,,,,,
swe,1587,1,själv,,,,,
swe,1097,2,ska,,,,,
swe,1722,1,skidback,,,,,
swe,1701,3,skidbacke,,,,,
swe,1381,3,skidbacken,,,,,
swe,1595,1,skjul,,,,,
swe,967,86,skjuter,,,,,
swe,1210,12,skogen,,,,,
swe,1394,3,skogsdungen,,,,,
swe,1013,49,skottkärra,,,,,
swe,1093,21,skottkärran,,,,,
swe,1244,1,skulle,,,,,
swe,1728,1,skuter,,,,,
swe,1267,42,sköt,,,,,
swe,1676,1,slagit,,,,,
swe,1497,4,slags,,,,,
swe,1229,6,sluttande,,,,,
swe,1633,3,sluttning,,,,,
swe,1466,3,slänt,,,,,
swe,1568,4,slänten,,,,,
swe,1152,28,släpade,,,,,
swe,1112,39,släpar,,,,,
swe,964,1,snett,,,,,
swe,1289,1,snurrar,,,,,
swe,1284,5,snö,,,,,
swe,1525,5,snöbacke,,,,,
swe,1630,1,snöbacken,,,,,
swe,1496,4,snöbeklädd,,,,,
swe,1524,1,snöberg,,,,,
swe,1477,2,snöboll,,,,,
swe,1407,1,snöddynen,,,,,
swe,1636,4,snödriva,,,,,
swe,1779,4,snödrivan,,,,,
swe,1221,4,snöfylld,,,,,
swe,1416,4,snöhög,,,,,
swe,1379,3,snöig,,,,,
swe,1622,1,snöiga,,,,,
swe,1476,1,snöklädd,,,,,
swe,1414,6,snökulle,,,,,
swe,1405,3,snökullen,,,,,
swe,1413,1,snön,,,,,
swe,1283,7,snötäckt,,,,,
swe,1760,1,soffbord,,,,,
swe,942,31,som,,,,,
swe,1348,1,sorry,,,,,
swe,1681,2,spegelvänd,,,,,
swe,1715,2,spegelvänt,,,,,
swe,1178,1,språkligt,,,,,
swe,1480,2,stad,,,,,
swe,1482,1,staden,,,,,
swe,1610,1,stadsgata,,,,,
swe,1037,7,stall,,,,,
swe,1655,2,stallet,,,,,
swe,1375,1,stengatan,,,,,
swe,1108,1,stenlagd,,,,,
swe,1107,7,stenlagda,,,,,
swe,1269,2,stenvägen,,,,,
swe,1074,41,stol,,,,,
swe,1153,15,stolen,,,,,
swe,1272,31,stor,,,,,
swe,1487,3,stora,,,,,
swe,1149,18,stort,,,,,
swe,1316,1,strand,,,,,
swe,1317,7,stranden,,,,,
swe,1654,1,strandvallen,,,,,
swe,1625,1,styrde,,,,,
swe,1218,1,svart,,,,,
swe,1236,1,svenska,,,,,
swe,1775,1,svårt,,,,,
swe,1692,1,syssla,,,,,
swe,1003,48,säck,,,,,
swe,1052,20,säcken,,,,,
swe,1098,2,säga,,,,,
swe,1234,2,säger,,,,,
swe,929,5,så,,,,,
swe,1589,4,sådan,,,,,
swe,1479,1,sådant,,,,,
swe,1271,4,sån,,,,,
swe,1212,1,sånt,,,,,
swe,995,51,tak,,,,,
swe,1004,51,taket,,,,,
swe,1736,1,taknocken,,,,,
swe,1668,1,tappat,,,,,
swe,1415,2,tar,,,,,
swe,1238,5,throat,,,,,
swe,1679,9,tidigare,,,,,
swe,988,34,till,,,,,
swe,1000,3,tillbaka,,,,,
swe,1409,1,tillsammans,,,,,
swe,1358,1,tog,,,,,
swe,1583,2,tror,,,,,
swe,1235,4,trycker,,,,,
swe,1384,1,tryckte,,,,,
swe,1327,1,träbord,,,,,
swe,1390,1,träden,,,,,
swe,1680,1,trädgårdsstol,,,,,
swe,1710,3,trädgårdsstolen,,,,,
swe,1739,2,trähjul,,,,,
swe,1539,1,trähäst,,,,,
swe,1352,2,trähästen,,,,,
swe,1042,1,tvärtom,,,,,
swe,1600,1,tycker,,,,,
swe,1008,4,typ,,,,,
swe,1314,1,täck,,,,,
swe,1174,1,up,,,,,
swe,969,151,upp,,,,,
swe,993,179,uppför,,,,,
swe,1147,1,uppåt,,,,,
swe,1241,12,ut,,,,,
swe,1104,1,utan,,,,,
swe,1696,1,utseende,,,,,
swe,1706,1,utseenden,,,,,
swe,1177,1,uttrycka,,,,,
swe,1486,1,v,,,,,
swe,1465,1,va,,,,,
swe,941,17,vad,,,,,
swe,1088,6,vagn,,,,,
swe,1186,13,vagnen,,,,,
swe,1619,3,vagnshjul,,,,,
swe,1771,2,vagnshjulet,,,,,
swe,1691,1,vanliga,,,,,
swe,965,8,var,,,,,
swe,951,4,vara,,,,,
swe,1387,1,vatten,,,,,
swe,1286,2,vattendrag,,,,,
swe,1294,1,vattendraget,,,,,
swe,1767,4,vattnet,,,,,
swe,1503,2,vet,,,,,
swe,1629,1,vibration,,,,,
swe,1002,7,vid,,,,,
swe,936,80,väg,,,,,
swe,922,150,vägen,,,,,
swe,1674,2,väldigt,,,,,
swe,1041,14,vänster,,,,,
swe,1561,1,vänstra,,,,,
swe,1028,22,väska,,,,,
swe,1056,16,väskan,,,,,
swe,1200,1,yes,,,,,
swe,1693,2,ännu,,,,,
swe,1534,1,äppelkorg,,,,,
swe,1569,4,äppelkorgen,,,,,
swe,1025,58,äpplen,,,,,
swe,955,16,är,,,,,
swe,1189,1,äsk,,,,,
swe,1586,1,åka,,,,,
swe,1631,4,ån,,,,,
swe,1033,5,åt,,,,,
swe,921,291,över,,,,,
